WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV_PROCESSED,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW,PSOURCE_SUBTYPE_INF,PSOURCE_PPOS_INF,PSOURCE_RSV
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41428,2013,23,41427,2013,23,NOTDEFINED,94,94,8,0,54,0,,0,,0,,62,,,0,,0,0,0,62,,4,,,,,,,,,,,,,BD,201323,201323,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41449,2013,26,41448,2013,26,NOTDEFINED,48,48,6,0,15,0,,0,,0,,21,,,0,,0,0,0,21,,3,,,,,,,,,,,,,BD,201326,201326,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41463,2013,28,41462,2013,28,NOTDEFINED,71,71,6,0,10,0,,0,,0,,16,,,0,,0,0,0,16,,4,,,,,,,,,,,,,BD,201328,201328,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41484,2013,31,41483,2013,31,NOTDEFINED,53,53,1,0,0,0,,0,,0,,1,,,0,,0,0,0,1,,3,,,,,,,,,,,,,BD,201331,201331,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41498,2013,33,41497,2013,33,NOTDEFINED,21,21,1,0,0,0,,0,,0,,1,,,0,,0,1,1,2,,3,,,,,,,,,,,,,BD,201333,201333,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41519,2013,36,41518,2013,36,NOTDEFINED,83,83,0,0,2,0,,0,,0,,2,,,0,,0,0,0,2,,3,,,,,,,,,,,,,BD,201336,201336,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41533,2013,38,41532,2013,38,NOTDEFINED,57,57,1,0,0,0,,0,,0,,1,,,0,,0,0,0,1,,3,,,,,,,,,,,,,BD,201338,201338,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41554,2013,41,41553,2013,41,NOTDEFINED,76,76,0,0,10,0,,0,,0,,10,,,0,,0,2,2,12,,3,,,,,,,,,,,,,BD,201341,201341,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41568,2013,43,41567,2013,43,NOTDEFINED,80,80,0,0,8,0,,0,,0,,8,,,0,,0,6,6,14,,3,,,,,,,,,,,,Data from Hospital based influenza surveillance and National influenza surveillance system.,BD,201343,201343,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41589,2013,46,41588,2013,46,NOTDEFINED,49,49,0,0,3,0,,0,,0,,3,,,0,,0,5,5,8,,3,,,,,,,,,,,,Data from Hospital based influenza surveillance and National influenza surveillance system.,BD,201346,201346,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41603,2013,48,41602,2013,48,NOTDEFINED,53,53,0,0,0,0,,0,,0,,0,,,0,,0,4,4,4,,3,,,,,,,,,,,,Data from Hospital based influenza surveillance and National influenza surveillance system.,BD,201348,201348,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41624,2013,51,41623,2013,51,NOTDEFINED,57,57,0,0,0,0,,0,,0,,0,,,0,,0,3,3,3,,2,,,,,,,,,,,,Data from Hospital based influenza surveillance and National influenza surveillance system.,BD,201351,201351,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41659,2014,4,41658,2014,4,NOTDEFINED,79,79,0,0,0,0,,0,,0,,0,,,0,,0,1,1,1,,2,,,,,,,,,,HPIV1 RSV ADENO,,,BD,201404,201404,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41694,2014,9,41693,2014,9,NOTDEFINED,71,71,0,0,0,0,,0,,0,,0,,,0,,0,3,3,3,,2,,,,,,,,,,,,,BD,201409,201409,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41715,2014,12,41714,2014,12,NOTDEFINED,79,79,1,0,0,0,,0,,0,,1,,,0,,0,3,3,4,,3,,,,,,,,,,,,,BD,201412,201412,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41729,2014,14,41728,2014,14,NOTDEFINED,90,90,0,0,0,0,,0,,0,,0,,,0,,0,3,3,3,,2,,,,,,,,,,,,,BD,201414,201414,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41750,2014,17,41749,2014,17,NOTDEFINED,60,60,1,0,0,0,,0,,0,,1,,,0,,0,3,3,4,,2,,,,,,,,,,,,,BD,201417,201417,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41764,2014,19,41763,2014,19,NOTDEFINED,131,131,0,0,1,0,,0,,0,,1,,,0,,0,9,9,10,,2,,,,,,,,,,,,,BD,201419,201419,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41785,2014,22,41784,2014,22,NOTDEFINED,50,50,0,0,13,0,,0,,0,,13,,,0,,0,2,2,15,,3,,,,,,,,,,,,,BD,201422,201422,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41799,2014,24,41798,2014,24,NOTDEFINED,117,117,1,0,65,0,,0,,0,,66,,,0,,0,5,5,71,,6,,,,,,,,,,,,,BD,201424,201424,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41820,2014,27,41819,2014,27,NOTDEFINED,94,94,0,0,36,0,,0,,0,,36,,,0,,0,12,12,48,,6,,,,,,,,,,"Adeno, RSV",,,BD,201427,201427,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41834,2014,29,41833,2014,29,NOTDEFINED,62,62,0,0,7,0,,0,,0,,7,,,0,,0,18,18,25,,6,,,,,,,,,,,,,BD,201429,201429,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41855,2014,32,41854,2014,32,NOTDEFINED,128,128,0,0,1,0,,0,,0,,1,,,0,,0,33,33,34,,6,,,,,,,,,,"HPIV2, ADENO RSV",,,BD,201432,201432,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41869,2014,34,41868,2014,34,NOTDEFINED,49,49,0,0,0,0,,0,,0,,0,,,0,,0,17,17,17,,6,,,,,,,,,,RSV,,,BD,201434,201434,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41890,2014,37,41889,2014,37,NOTDEFINED,49,49,0,0,0,0,,0,,0,,0,,,0,,0,4,4,4,,3,,,,,,,,,,RSV,,,BD,201437,201437,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41925,2014,42,41924,2014,42,NOTDEFINED,65,65,0,0,0,0,,0,,0,,0,,,0,,0,3,3,3,,2,,,,,,,,,,,,,BD,201442,201442,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41960,2014,47,41959,2014,47,NOTDEFINED,84,84,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,,BD,201447,201447,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,41995,2014,52,41994,2014,52,NOTDEFINED,46,46,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,,BD,201452,201452,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42023,2015,4,42022,2015,3,NOTDEFINED,86,86,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,,BD,201504,201503,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42037,2015,6,42036,2015,5,NOTDEFINED,171,171,1,0,1,0,,0,,0,,2,,,0,,0,3,3,5,,2,,,,,,,,,,,,,BD,201506,201505,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42058,2015,9,42057,2015,8,NOTDEFINED,50,50,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,,BD,201509,201508,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42072,2015,11,42071,2015,10,NOTDEFINED,128,128,2,0,0,0,,0,,0,,2,,,0,,0,0,0,2,,2,,,,,,,,,,,,,BD,201511,201510,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42093,2015,14,42092,2015,13,NOTDEFINED,103,103,2,0,0,0,,0,,0,,2,,,0,,0,2,2,4,,2,,,,,,,,,,,,,BD,201514,201513,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42107,2015,16,42106,2015,15,NOTDEFINED,94,94,7,0,0,0,,0,,0,,7,,,0,,0,0,0,7,,3,,,,,,,,,,,,,BD,201516,201515,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42128,2015,19,42127,2015,18,NOTDEFINED,151,151,20,0,0,0,,0,,0,,20,,,0,,0,0,0,20,,3,,,,,,,,,,,,,BD,201519,201518,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42142,2015,21,42141,2015,20,NOTDEFINED,119,119,26,0,0,0,,0,,0,,26,,,0,,0,0,0,26,,3,,,,,,,,,,,,,BD,201521,201520,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42163,2015,24,42162,2015,23,NOTDEFINED,145,145,34,0,0,0,,0,,0,,34,,,0,,0,0,0,34,,3,,,,,,,,,,,,,BD,201524,201523,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42177,2015,26,42176,2015,25,NOTDEFINED,126,126,38,0,5,0,,0,,0,,43,,,0,,0,0,0,43,,3,,,,,,,,,,,,,BD,201526,201525,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42198,2015,29,42197,2015,28,NOTDEFINED,66,66,23,0,2,0,,0,,0,,25,,,0,,0,0,0,25,,3,,,,,,,,,,,,,BD,201529,201528,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42233,2015,34,42232,2015,33,NOTDEFINED,101,101,12,0,7,0,,0,,0,,19,,,0,,0,0,0,19,,3,,,,,,,,,,0,,,BD,201534,201533,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42268,2015,39,42267,2015,38,NOTDEFINED,109,109,1,0,8,0,,0,,0,,9,,,0,,0,1,1,10,,3,,,,,,,,,,,,,BD,201539,201538,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42303,2015,44,42302,2015,43,NOTDEFINED,118,118,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,,BD,201544,201543,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42338,2015,49,42337,2015,48,NOTDEFINED,162,162,0,0,3,0,,0,,0,,3,,,0,,0,1,1,4,,3,,,,,,,,,,,,,BD,201549,201548,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42380,2016,2,42379,2016,2,NOTDEFINED,97,97,1,0,0,0,,0,,0,,1,,,0,,4,0,4,5,,3,,,,,,,,,,,,,BD,201602,201602,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42401,2016,5,42400,2016,5,NOTDEFINED,171,171,0,0,0,0,,0,,0,,0,,,2,,10,0,12,12,,3,,,,,,,,,,,,,BD,201605,201605,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42415,2016,7,42414,2016,7,NOTDEFINED,135,135,0,0,0,0,,0,,0,,0,,,0,,6,0,6,6,,3,,,,,,,,,,,,,BD,201607,201607,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42436,2016,10,42435,2016,10,NOTDEFINED,172,172,1,0,0,0,,0,,0,,1,,,2,,11,0,13,14,,3,,,,,,,,,,,,,BD,201610,201610,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42450,2016,12,42449,2016,12,NOTDEFINED,122,122,2,0,0,0,,0,,0,,2,,,4,,2,0,6,8,,3,,,,,,,,,,,,,BD,201612,201612,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42471,2016,15,42470,2016,15,NOTDEFINED,103,103,1,0,1,0,,0,,0,,2,,,6,,6,0,12,14,,3,,,,,,,,,,,,,BD,201615,201615,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42485,2016,17,42484,2016,17,NOTDEFINED,131,131,1,0,31,0,0,0,,0,,32,,,14,,10,0,24,56,,3,0,0,,0,0,0,,0,0,,,,BD,201617,201617,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42506,2016,20,42505,2016,20,NOTDEFINED,140,140,0,0,40,0,0,0,,0,,40,,,12,,13,0,25,65,,3,0,0,,0,0,0,,0,0,,,,BD,201620,201620,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42520,2016,22,42519,2016,22,NOTDEFINED,111,111,0,0,31,0,0,0,,0,,31,,,5,,6,0,11,42,,3,0,0,,0,0,0,,0,0,,,,BD,201622,201622,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42541,2016,25,42540,2016,25,NOTDEFINED,138,138,0,0,29,0,0,0,,0,,29,,,12,,7,0,19,48,,3,0,0,,0,0,0,,0,0,,,,BD,201625,201625,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42576,2016,30,42575,2016,30,NOTDEFINED,148,148,0,0,7,0,0,0,,0,,7,,,4,,10,0,14,21,,3,0,0,,0,0,0,,0,0,,,,BD,201630,201630,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42611,2016,35,42610,2016,35,NOTDEFINED,153,153,0,,2,0,0,0,,0,,2,,,6,,3,0,9,11,142,3,0,0,,0,0,0,,0,0,,,,BD,201635,201635,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42646,2016,40,42645,2016,40,NOTDEFINED,182,182,0,,1,0,0,0,,0,,1,,,2,,3,0,5,6,0,3,0,0,,0,0,0,,0,0,,,,BD,201640,201640,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42681,2016,45,42680,2016,45,NOTDEFINED,165,165,0,,0,0,0,0,,0,,0,,,1,,0,0,1,1,0,3,0,0,,0,0,0,,0,0,,,,BD,201645,201645,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42716,2016,50,42715,2016,50,NOTDEFINED,124,124,0,,0,0,0,0,,0,,0,,,0,,1,0,1,1,123,3,0,0,,0,0,0,,0,0,,,,BD,201650,201650,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42737,2017,1,42736,2017,1,NOTDEFINED,164,164,0,,0,0,0,0,,0,,0,,,0,,0,0,0,,164,2,0,0,,0,0,0,,0,0,,,,BD,201701,201701,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42751,2017,3,42750,2017,3,NOTDEFINED,155,155,0,,0,0,0,0,,0,,0,,,0,,1,0,1,1,154,3,0,0,,0,0,0,,0,0,,,,BD,201703,201703,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42772,2017,6,42771,2017,6,NOTDEFINED,184,184,0,,1,0,0,0,,0,0,1,,,0,,0,0,0,1,183,3,0,0,,0,0,0,,0,0,,,,BD,201706,201706,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42807,2017,11,42806,2017,11,NOTDEFINED,141,141,0,,1,0,0,0,,0,,1,,,0,,0,0,0,1,140,3,0,0,,0,0,0,,0,0,,,,BD,201711,201711,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42842,2017,16,42841,2017,16,NOTDEFINED,105,105,1,,1,0,0,0,,0,,2,,,1,,0,0,1,3,102,3,0,,,0,0,0,,0,0,,,,BD,201716,201716,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42877,2017,21,42876,2017,21,NOTDEFINED,148,148,57,,8,0,0,0,,0,,65,,,0,,0,0,0,65,83,1,,,,,,,,,,,,,BD,201721,201721,,,
SEAR,YR,NH,FLU_STH_ASIA,BGD,Bangladesh,42912,2017,26,42911,2017,26,NOTDEFINED,75,75,15,,12,0,0,0,,0,,27,,,0,,0,0,0,27,48,1,,,,,,,,,,Not tested yet,,,BD,201726,201726,,,
